Window,ItemA,ItemB,SupportCities,AverageSimilarity,MaxSimilarity,CityComparisons,SupportRatio,Tau
W1,Beef with Bone (Average Quality),Pulse Mash (Washed),2,0.23691399999999999,0.693001,17,0.1176,0.6
W1,Beef with Bone (Average Quality),Pulse Masoor (Washed),0,0.01988435294117647,0.355032,17,0.0,0.6
W1,Beef with Bone (Average Quality),Pulse Moong (Washed),0,-0.026562235294117647,0.284426,17,0.0,0.6
W1,Beef with Bone (Average Quality),Rice Basmati Broken (Average Quality),2,0.2369153529411765,0.721983,17,0.1176,0.6
W1,Beef with Bone (Average Quality),Rice IRRI-6/9 (Sindh/Punjab),0,0.17793864285714284,0.566143,14,0.0,0.6
W1,Beef with Bone (Average Quality),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,2,0.2742335294117647,0.694343,17,0.1176,0.6
W1,Beef with Bone (Average Quality),Shirting (Average Quality),6,0.44365976470588236,0.788949,17,0.3529,0.6
W1,Beef with Bone (Average Quality),Sufi Washing Soap 250 gm Cake,4,0.30566000000000004,0.85682,17,0.2353,0.6
W1,Beef with Bone (Average Quality),Sugar Refined,0,0.1868270588235294,0.492838,17,0.0,0.6
W1,Beef with Bone (Average Quality),Tea Lipton Yellow Label 190 gm Packet,3,0.18100005882352943,0.84262,17,0.1765,0.6
W1,Beef with Bone (Average Quality),Tea Prepared Ordinary,3,0.34850964705882354,0.892194,17,0.1765,0.6
W1,Beef with Bone (Average Quality),Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Beef with Bone (Average Quality),Toilet Soap LIFEBUOY 115 gm,2,0.31282111764705883,0.640559,17,0.1176,0.6
W1,Beef with Bone (Average Quality),Tomatoes,0,0.0970374705882353,0.467251,17,0.0,0.6
W1,Beef with Bone (Average Quality),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.3186107058823529,0.453572,17,0.0,0.6
W1,Beef with Bone (Average Quality),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.4555646666666667,-0.171366,15,0.0,0.6
W1,Beef with Bone (Average Quality),Wheat Flour Bag,3,0.20461694117647058,0.872634,17,0.1765,0.6
W1,Bread plain (Small Size),Chicken Farm Broiler (Live),0,-0.02136023529411764,0.376992,17,0.0,0.6
W1,Bread plain (Small Size),Chilies Powder NATIONAL 200 gm Packet,1,0.09607694117647059,0.684496,17,0.0588,0.6
W1,Bread plain (Small Size),Cigarettes Capstan 20'S Packet,1,0.08127494117647058,0.910129,17,0.0588,0.6
W1,Bread plain (Small Size),Cooked Beef at Average Hotel,2,0.2524795294117647,0.816722,17,0.1176,0.6
W1,Bread plain (Small Size),Cooked Daal at Average Hotel,4,0.3041423529411765,0.951192,17,0.2353,0.6
W1,Bread plain (Small Size),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0,-0.284603875,0.0,16,0.0,0.6
W1,Bread plain (Small Size),Curd (Dahi) Loose,3,0.2598821176470589,0.793232,17,0.1765,0.6
W1,Bread plain (Small Size),Eggs Hen (Farm),0,0.16028576470588235,0.429715,17,0.0,0.6
W1,Bread plain (Small Size),Electricity Charges upto 50 Units,1,0.0633650588235294,0.670643,17,0.0588,0.6
W1,Bread plain (Small Size),Energy Saver Philips 14 Watt,1,0.1970508823529412,0.98271,17,0.0588,0.6
W1,Bread plain (Small Size),Firewood Whole,0,0.06919941176470588,0.496714,17,0.0,0.6
W1,Bread plain (Small Size),Garlic (Lehsun),2,0.26236511764705883,0.612438,17,0.1176,0.6
W1,Bread plain (Small Size),Gas Charges upto 3.3719 MMBTU,0,0.050579799999999994,0.508884,15,0.0,0.6
W1,Bread plain (Small Size),Gents Sandal Bata,6,0.435193,0.957445,17,0.3529,0.6
W1,Bread plain (Small Size),Gents Sponge Chappal Bata,5,0.2862894117647059,0.786372,17,0.2941,0.6
W1,Bread plain (Small Size),Georgette (Average Quality),1,0.14623911764705882,0.623544,17,0.0588,0.6
W1,Bread plain (Small Size),Gur (Average Quality),2,0.20315476470588237,0.911132,17,0.1176,0.6
W1,Bread plain (Small Size),Hi-Speed Diesel,1,0.1073429411764706,0.692652,17,0.0588,0.6
W1,Bread plain (Small Size),LPG 11.67 kg Cylinder,0,0.0745574705882353,0.396522,17,0.0,0.6
W1,Bread plain (Small Size),Ladies Sandal Bata,5,0.2862894117647059,0.786372,17,0.2941,0.6
W1,Bread plain (Small Size),Lawn Printed Gul Ahmed/Al Karam,2,0.20797664705882354,0.993981,17,0.1176,0.6
W1,Bread plain (Small Size),"Long Cloth 57"" Gul Ahmed/Al Karam",2,0.17547982352941177,0.999888,17,0.1176,0.6
W1,Bread plain (Small Size),Match Box,1,0.10213982352941177,0.67995,17,0.0588,0.6
W1,Bread plain (Small Size),Milk fresh (Un-boiled),1,0.23525223529411765,0.820922,17,0.0588,0.6
W1,Bread plain (Small Size),Mustard Oil (Average Quality),0,-0.12593017647058824,0.201503,17,0.0,0.6
W1,Bread plain (Small Size),Mutton (Average Quality),6,0.3507525882352941,0.809009,17,0.3529,0.6
W1,Bread plain (Small Size),Onions,0,-0.01020223529411766,0.356413,17,0.0,0.6
W1,Bread plain (Small Size),Petrol Super,1,0.1801114705882353,0.721285,17,0.0588,0.6
W1,Bread plain (Small Size),Potatoes,0,0.14783817647058825,0.492704,17,0.0,0.6
W1,Bread plain (Small Size),Powdered Milk NIDO 390 gm Polybag,2,0.3447295294117647,0.701122,17,0.1176,0.6
W1,Bread plain (Small Size),Pulse Gram,0,-0.013588941176470588,0.374272,17,0.0,0.6
W1,Bread plain (Small Size),Pulse Mash (Washed),1,0.28057670588235295,0.742928,17,0.0588,0.6
W1,Bread plain (Small Size),Pulse Masoor (Washed),3,0.2475520588235294,0.884481,17,0.1765,0.6
W1,Bread plain (Small Size),Pulse Moong (Washed),1,0.11649476470588235,0.6927,17,0.0588,0.6
W1,Bread plain (Small Size),Rice Basmati Broken (Average Quality),4,0.2935270588235294,0.824028,17,0.2353,0.6
W1,Bread plain (Small Size),Rice IRRI-6/9 (Sindh/Punjab),2,0.19256628571428572,0.809061,14,0.1429,0.6
W1,Bread plain (Small Size),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,2,0.2562832352941177,0.915239,17,0.1176,0.6
W1,Bread plain (Small Size),Shirting (Average Quality),1,0.16492494117647058,0.774262,17,0.0588,0.6
W1,Bread plain (Small Size),Sufi Washing Soap 250 gm Cake,1,0.27640035294117643,0.691241,17,0.0588,0.6
W1,Bread plain (Small Size),Sugar Refined,1,0.10284723529411766,0.616979,17,0.0588,0.6
W1,Bread plain (Small Size),Tea Lipton Yellow Label 190 gm Packet,0,0.04327741176470588,0.371965,17,0.0,0.6
W1,Bread plain (Small Size),Tea Prepared Ordinary,2,0.23870817647058823,0.684563,17,0.1176,0.6
W1,Bread plain (Small Size),Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Bread plain (Small Size),Toilet Soap LIFEBUOY 115 gm,4,0.287935,0.938331,17,0.2353,0.6
W1,Bread plain (Small Size),Tomatoes,0,-0.010441588235294114,0.502541,17,0.0,0.6
W1,Bread plain (Small Size),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.29452811764705883,0.0,17,0.0,0.6
W1,Bread plain (Small Size),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.3104472,0.0,15,0.0,0.6
W1,Bread plain (Small Size),Wheat Flour Bag,2,0.10654294117647058,0.674188,17,0.1176,0.6
W1,Chicken Farm Broiler (Live),Chilies Powder NATIONAL 200 gm Packet,0,-0.1873839411764706,0.018824,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Cigarettes Capstan 20'S Packet,0,-0.05313129411764706,0.276074,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Cooked Beef at Average Hotel,0,0.052940117647058825,0.464989,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Cooked Daal at Average Hotel,0,0.041009176470588236,0.42314,17,0.0,0.6
W1,Chicken Farm Broiler (Live),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0,0.020891874999999997,0.44432,16,0.0,0.6
W1,Chicken Farm Broiler (Live),Curd (Dahi) Loose,0,-0.025365588235294115,0.356501,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Eggs Hen (Farm),0,0.23888770588235295,0.383639,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Electricity Charges upto 50 Units,0,-0.12304876470588233,-0.022834,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Energy Saver Philips 14 Watt,1,0.1661834705882353,0.623135,17,0.0588,0.6
W1,Chicken Farm Broiler (Live),Firewood Whole,2,0.13132382352941177,0.667019,17,0.1176,0.6
W1,Chicken Farm Broiler (Live),Garlic (Lehsun),0,-0.30109123529411763,0.168417,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Gas Charges upto 3.3719 MMBTU,0,-0.02651466666666667,0.082901,15,0.0,0.6
W1,Chicken Farm Broiler (Live),Gents Sandal Bata,0,0.21207094117647057,0.434648,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Gents Sponge Chappal Bata,0,0.3646125882352941,0.568743,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Georgette (Average Quality),0,0.017551470588235293,0.393078,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Gur (Average Quality),0,-0.024076647058823536,0.412525,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Hi-Speed Diesel,0,-0.41776335294117645,-0.302504,17,0.0,0.6
W1,Chicken Farm Broiler (Live),LPG 11.67 kg Cylinder,0,-0.1214224705882353,0.112351,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Ladies Sandal Bata,0,0.3646125882352941,0.568743,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Lawn Printed Gul Ahmed/Al Karam,0,-0.1083,0.300337,17,0.0,0.6
W1,Chicken Farm Broiler (Live),"Long Cloth 57"" Gul Ahmed/Al Karam",0,-0.1445605882352941,0.250782,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Match Box,1,0.033183882352941174,0.743746,17,0.0588,0.6
W1,Chicken Farm Broiler (Live),Milk fresh (Un-boiled),0,-0.029392999999999996,0.385953,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Mustard Oil (Average Quality),0,-0.09922476470588236,0.330964,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Mutton (Average Quality),3,0.23208988235294117,0.697132,17,0.1765,0.6
W1,Chicken Farm Broiler (Live),Onions,0,0.15364611764705882,0.324096,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Petrol Super,0,-0.31975299999999995,-0.19904,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Potatoes,0,-0.2960341764705883,-0.034546,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Powdered Milk NIDO 390 gm Polybag,0,0.04274458823529411,0.308069,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Pulse Gram,6,0.45034264705882354,0.823173,17,0.3529,0.6
W1,Chicken Farm Broiler (Live),Pulse Mash (Washed),0,-0.027173764705882352,0.424861,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Pulse Masoor (Washed),0,-0.11777076470588235,0.064564,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Pulse Moong (Washed),1,0.2472744705882353,0.661879,17,0.0588,0.6
W1,Chicken Farm Broiler (Live),Rice Basmati Broken (Average Quality),0,0.05789152941176471,0.481901,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Rice IRRI-6/9 (Sindh/Punjab),0,0.0791562857142857,0.371749,14,0.0,0.6
W1,Chicken Farm Broiler (Live),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0,-0.2167204705882353,0.078112,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Shirting (Average Quality),0,-0.13153158823529412,0.262412,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Sufi Washing Soap 250 gm Cake,0,0.029227176470588236,0.475847,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Sugar Refined,0,-0.05474911764705882,0.284968,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Tea Lipton Yellow Label 190 gm Packet,0,0.05674152941176471,0.387819,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Tea Prepared Ordinary,0,0.014616823529411758,0.541329,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Toilet Soap LIFEBUOY 115 gm,0,0.16159,0.46423,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Tomatoes,0,0.10465817647058823,0.343731,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,0.038253176470588235,0.398361,17,0.0,0.6
W1,Chicken Farm Broiler (Live),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,0.1008932,0.437902,15,0.0,0.6
W1,Chicken Farm Broiler (Live),Wheat Flour Bag,0,-0.08785770588235295,0.151005,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Cigarettes Capstan 20'S Packet,1,0.10511988235294119,0.780692,17,0.0588,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Cooked Beef at Average Hotel,1,0.12369982352941176,0.675083,17,0.0588,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Cooked Daal at Average Hotel,2,0.2554804117647059,0.735109,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0,-0.3133968125,-0.029289,16,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Curd (Dahi) Loose,4,0.2890345882352941,0.866083,17,0.2353,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Eggs Hen (Farm),0,0.29335670588235296,0.410153,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Electricity Charges upto 50 Units,15,0.7191735882352941,0.773872,17,0.8824,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Energy Saver Philips 14 Watt,2,0.16911558823529413,0.997173,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Firewood Whole,2,0.0836994705882353,0.856009,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Garlic (Lehsun),3,0.41926629411764704,0.799369,17,0.1765,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Gas Charges upto 3.3719 MMBTU,0,0.0,0.0,15,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Gents Sandal Bata,0,0.13355276470588234,0.367496,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Gents Sponge Chappal Bata,0,0.0,0.0,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Georgette (Average Quality),2,0.07545617647058822,0.623574,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Gur (Average Quality),3,0.3972674705882353,0.793524,17,0.1765,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Hi-Speed Diesel,3,0.507549294117647,0.759566,17,0.1765,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,LPG 11.67 kg Cylinder,1,0.32877423529411764,0.67211,17,0.0588,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Ladies Sandal Bata,0,0.0,0.0,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Lawn Printed Gul Ahmed/Al Karam,1,0.09997182352941177,0.671593,17,0.0588,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,"Long Cloth 57"" Gul Ahmed/Al Karam",1,0.1115505294117647,0.73221,17,0.0588,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Match Box,2,0.16578235294117646,0.75196,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Milk fresh (Un-boiled),2,0.25979394117647064,0.900197,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Mustard Oil (Average Quality),0,-0.2330729411764706,0.090399,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Mutton (Average Quality),1,0.08236105882352941,0.669424,17,0.0588,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Onions,0,0.08965494117647059,0.211343,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Petrol Super,3,0.45721435294117646,0.769851,17,0.1765,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Potatoes,0,0.11125735294117647,0.325244,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Powdered Milk NIDO 390 gm Polybag,15,0.7361543529411765,0.93253,17,0.8824,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Pulse Gram,0,0.010870764705882354,0.255521,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Pulse Mash (Washed),4,0.47347529411764705,0.826237,17,0.2353,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Pulse Masoor (Washed),1,0.222004,0.828895,17,0.0588,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Pulse Moong (Washed),0,0.10795617647058824,0.453082,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Rice Basmati Broken (Average Quality),7,0.46159417647058826,0.901505,17,0.4118,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Rice IRRI-6/9 (Sindh/Punjab),2,0.27035735714285714,0.843241,14,0.1429,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,2,0.2175598823529412,0.864442,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Shirting (Average Quality),2,0.19229464705882354,0.861802,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Sufi Washing Soap 250 gm Cake,2,0.16355164705882352,0.93997,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Sugar Refined,0,0.4916622352941176,0.589324,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Tea Lipton Yellow Label 190 gm Packet,0,-0.016732588235294117,0.0,17,0.0,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Tea Prepared Ordinary,2,0.2004855882352941,0.823588,17,0.1176,0.6
W1,Chilies Powder NATIONAL 200 gm Packet,Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
